,Perf_Week,Perf_Month,Perf_Quarter,Perf_Half_Year,Perf_Year,Analyst_Mean_Target_Price,Current_Stock_Price
4564,2.45%,0.94%,-6.11%,-18.45%,3.96%,206.39,157.38
4565,2.08%,-3.74%,-26.10%,-29.07%,-4.95%,107.25,78.00
4566,,,,,,,
4567,-2.23%,-8.85%,-26.47%,-47.45%,0.57%,3.05,1.75
4568,3.73%,6.00%,5.92%,14.79%,52.01%,31.50,27.51
4569,-14.71%,-25.88%,-55.81%,-73.27%,-80.86%,4.12,2.53
4570,-6.11%,-15.15%,-2.06%,-8.81%,-10.53%,10.18,4.91
4571,,,,,,,
4572,,,,,,,
4573,,,,,,,
4574,-3.34%,-21.49%,-9.62%,-24.52%,17.64%,24.25,15.62
4575,0.51%,-0.10%,0.51%,-2.08%,-,-,9.85
4576,-0.41%,-0.51%,0.82%,-,-,-,9.88
4577,29.26%,38.51%,-,-,-,-,13.05
4578,-12.84%,-24.86%,-34.49%,-32.68%,64.94%,10.50,4.27
4579,,,,,,,
4580,-1.09%,-19.92%,6.17%,0.60%,-9.72%,351.23,286.68
4581,,,,,,,
4582,-0.78%,-28.59%,-10.60%,-13.79%,-,-,9.43
4583,,,,,,,
4584,-1.60%,-16.48%,30.34%,39.20%,137.27%,-,10.67
4585,,,,,,,
4586,,,,,,,
4587,,,,,,,
4588,-7.78%,-27.57%,-29.88%,-73.51%,-81.48%,3.17,0.42
4589,15.96%,23.79%,82.03%,111.54%,71.49%,7.00,7.40
4590,-2.36%,-9.87%,-10.56%,-16.55%,27.55%,45.86,30.40
4591,,,,,,,
4592,-16.32%,-17.32%,-34.28%,-49.74%,-29.11%,26.67,4.95
4593,-8.70%,-12.09%,-27.03%,-37.00%,-23.48%,3.38,1.93
4594,,,,,,,
4595,,,,,,,
4596,3.40%,1.31%,5.43%,-1.75%,12.40%,86.88,80.23
4597,8.05%,-0.98%,16.90%,16.77%,71.85%,58.50,52.74
4598,2.34%,0.99%,8.81%,9.78%,36.39%,43.40,41.81
4599,,,,,,,
4600,0.00%,-13.33%,-15.22%,-18.18%,17.00%,-,1.19
4601,,,,,,,
4602,,,,,,,
4603,,,,,,,
4604,-16.90%,-41.58%,-49.57%,13.03%,103.45%,10.00,3.14
4605,,,,,,,
4606,4.16%,4.38%,18.23%,27.23%,74.95%,33.00,29.17
4607,2.51%,-6.54%,-10.36%,-6.44%,-19.79%,-,9.08
4608,,,,,,,
4609,,,,,,,
4610,,,,,,,
4611,1.34%,-33.61%,-35.89%,-35.96%,-36.46%,17.50,11.78
4612,-11.74%,-9.90%,-2.81%,-26.10%,-16.23%,116.00,61.78
4613,3.68%,-2.38%,4.12%,1.12%,25.55%,-,8.63
4614,8.29%,10.93%,27.49%,20.93%,46.37%,25.88,29.84
4615,,,,,,,
4616,1.42%,-24.25%,-38.77%,-57.33%,40.79%,14.00,4.28
4617,1.81%,-19.45%,-51.50%,-73.12%,-76.29%,4.00,0.93
4618,2.12%,14.04%,14.95%,48.55%,242.13%,-,8.69
4619,,,,,,,
4620,5.71%,-1.65%,-6.98%,-6.45%,154.69%,33.86,21.45
4621,5.45%,5.10%,3.75%,4.09%,10.18%,122.72,116.63
4622,,,,,,,
4623,,,,,,,
4624,,,,,,,
4625,,,,,,,
4626,-1.37%,-15.95%,-20.30%,-23.13%,-6.49%,4.50,2.13
4627,-17.09%,-18.13%,-34.83%,-34.50%,66.88%,-,1.45
4628,-3.82%,-3.14%,-24.05%,-22.29%,-,15.17,9.86
4629,,,,,,,
4630,3.77%,-0.97%,-14.22%,-16.87%,-13.32%,79.50,60.39
4631,,,,,,,
4632,2.08%,-18.74%,-20.69%,-,-,31.25,20.26
4633,,,,,,,
4634,0.26%,-27.97%,-51.93%,-68.52%,-69.25%,25.00,20.02
4635,11.24%,-9.36%,-11.10%,-32.65%,-61.69%,58.70,24.24
4636,-2.18%,0.56%,-1.24%,-1.86%,12.21%,23.50,21.95
4637,-2.72%,-3.02%,-54.58%,-76.51%,-81.05%,38.66,17.12
4638,-2.11%,-6.08%,-24.04%,-10.90%,-8.55%,4.30,1.40
4639,-0.33%,-11.55%,10.70%,-7.58%,18.32%,38.14,25.14
4640,-1.58%,4.05%,-19.32%,-23.97%,-38.35%,72.00,58.66
4641,,,,,,,
4642,-4.11%,-6.27%,-5.68%,-18.58%,-22.20%,65.00,36.50
4643,-2.68%,-2.68%,-11.04%,-18.08%,-9.94%,3.00,1.44
4644,4.90%,27.79%,-11.03%,-52.28%,-54.19%,13.00,4.79
4645,,,,,,,
4646,,,,,,,
4647,2.87%,2.67%,22.83%,-16.42%,-30.18%,-,10.15
4648,-0.21%,0.00%,1.25%,-,-,-,9.72
4649,3.76%,-22.91%,-47.92%,-65.59%,-63.97%,7.83,1.45
4650,,,,,,,
4651,,,,,,,
4652,,,,,,,
4653,-4.49%,8.03%,-28.29%,-46.16%,-40.47%,-,6.81
4654,-2.55%,-32.06%,-8.75%,-30.80%,-18.24%,26.58,21.32
4655,,,,,,,
4656,,,,,,,
4657,,,,,,,
4658,-14.33%,-35.65%,-48.91%,-70.98%,-37.88%,6.65,3.24
4659,6.85%,12.11%,24.11%,29.48%,49.20%,54.50,44.92
4660,-20.68%,-40.07%,-56.07%,-67.69%,-66.70%,2.00,0.67
4661,,,,,,,
4662,5.34%,-3.66%,-7.06%,-7.57%,1.89%,34.00,21.90
4663,,,,,,,
4664,,,,,,,
4665,,,,,,,
4666,4.04%,7.99%,-13.39%,-10.34%,16.98%,72.50,48.89
4667,-8.69%,-17.45%,-36.93%,-36.60%,-47.68%,16.75,4.84
4668,-8.00%,-13.03%,-65.50%,-65.50%,-69.10%,-,2.10
4669,2.27%,-25.36%,-4.24%,-31.84%,-,16.67,6.76
4670,,,,,,,
4671,,,,,,,
4672,,,,,,,
4673,,,,,,,
4674,,,,,,,
4675,,,,,,,
4676,8.57%,2.91%,61.54%,88.01%,222.72%,273.18,291.51
4677,-6.67%,-12.50%,-3.25%,-33.70%,-47.23%,5.71,2.43
4678,5.12%,2.37%,15.24%,14.38%,52.43%,112.38,103.48
4679,,,,,,,
4680,-0.84%,-2.07%,-17.13%,-39.07%,12.32%,8.60,2.43
4681,,,,,,,
4682,,,,,,,
4683,,,,,,,
4684,-11.65%,-20.29%,-40.70%,-40.86%,52.78%,-,2.33
4685,3.65%,-4.58%,-2.16%,-0.22%,35.19%,210.86,198.92
4686,-14.17%,-26.03%,-48.51%,-61.05%,-59.70%,1.78,0.50
4687,,,,,,,
4688,,,,,,,
4689,-3.58%,-10.37%,-45.73%,-72.09%,-84.81%,24.90,4.72
4690,-16.54%,-8.42%,130.43%,61.22%,155.42%,-,4.27
4691,-16.27%,14.67%,12.04%,2.93%,1.61%,-,6.39
4692,,,,,,,
4693,2.11%,-2.61%,-7.11%,-11.77%,3.05%,21.00,17.92
4694,0.08%,-0.41%,-,-,-,-,9.82
4695,,,,,,,
4696,,,,,,,
4697,-25.33%,44.83%,31.25%,-41.67%,-59.32%,-,1.71
4698,0.39%,5.98%,2.09%,-11.46%,9.09%,12.00,7.96
4699,-11.55%,-21.30%,-56.67%,-70.10%,-72.05%,30.43,15.25
4700,,,,,,,
4701,-0.62%,-39.02%,-43.77%,-,-,21.50,5.00
4702,4.07%,5.33%,16.78%,3.64%,8.73%,17.79,14.90
4703,,,,,,,
4704,-9.62%,17.63%,-51.17%,-72.38%,-66.78%,21.41,14.39
4705,0.48%,6.31%,18.93%,1.85%,-10.94%,214.54,180.26
4706,-9.68%,-12.89%,-34.88%,-64.46%,-,6.00,4.14
4707,,,,,,,
4708,,,,,,,
4709,-15.35%,-36.30%,-25.48%,-60.29%,-31.07%,-,1.98
4710,8.16%,-4.13%,-1.59%,0.00%,130.43%,5.67,3.68
4711,11.75%,19.05%,-19.65%,61.68%,-,68.33,55.62
4712,-9.35%,-10.46%,-17.10%,-28.58%,-32.45%,21.33,15.97
4713,6.45%,-1.18%,-3.97%,-9.78%,6.30%,-,10.77
4714,,,,,,,
4715,4.13%,-0.76%,15.36%,24.73%,67.77%,110.78,99.60
4716,,,,,,,
4717,5.12%,-16.03%,22.57%,23.83%,278.57%,32.67,26.11
4718,,,,,,,
4719,,,,,,,
4720,0.20%,0.47%,1.02%,-0.20%,-,-,9.84
4721,,,,,,,
4722,,,,,,,
4723,,,,,,,
4724,-2.34%,-4.45%,-45.57%,-54.51%,-50.15%,24.50,15.71
4725,-21.31%,-47.20%,-64.23%,-52.77%,-82.83%,37.00,5.62
4726,0.65%,10.02%,22.17%,34.58%,8.76%,66.07,56.37
4727,-0.16%,2.89%,-3.99%,-,-,35.67,19.60
4728,,,,,,,
4729,,,,,,,
4730,,,,,,,
4731,,,,,,,
4732,15.73%,-4.47%,39.02%,59.80%,63.09%,849.92,1086.70
4733,,,,,,,
4734,,,,,,,
4735,,,,,,,
4736,,,,,,,
4737,,,,,,,
4738,5.35%,-10.03%,13.54%,39.18%,46.98%,196.00,169.37
4739,3.55%,4.95%,-1.47%,-4.77%,3.65%,68.08,60.84
4740,2.38%,-1.84%,-1.17%,-0.77%,18.38%,205.18,190.99
4741,5.19%,8.82%,-1.39%,-5.45%,15.20%,100.71,92.04
4742,,,,,,,
4743,,,,,,,
4744,,,,,,,
4745,,,,,,,
4746,,,,,,,
4747,,,,,,,
4748,,,,,,,
4749,,,,,,,
4750,-6.01%,-7.48%,-21.84%,-23.45%,22.73%,-,3.03
4751,,,,,,,
4752,16.74%,-23.46%,-,-,-,25.00,11.72
4753,,,,,,,
4754,,,,,,,
4755,,,,,,,
4756,2.81%,-13.82%,-4.30%,-,-,34.18,27.27
4757,-2.79%,-30.22%,-38.55%,-55.61%,-,28.36,13.34
4758,,,,,,,
4759,,,,,,,
4760,,,,,,,
4761,7.45%,-24.12%,-51.40%,-72.14%,-,-,1.88
4762,,,,,,,
4763,,,,,,,
4764,,,,,,,
4765,0.10%,-0.81%,0.83%,-,-,-,9.86
4766,,,,,,,
4767,-14.14%,-8.83%,-58.94%,-62.78%,-64.45%,-,0.67
4768,-9.62%,2.12%,-,-,-,-,3.86
4769,,,,,,,
4770,,,,,,,
4771,-6.83%,-23.66%,-37.14%,-67.18%,-44.38%,2.62,0.37
4772,,,,,,,
4773,,,,,,,
4774,0.55%,-2.95%,-16.00%,-19.48%,-15.52%,-,38.15
4775,,,,,,,
4776,-9.26%,-3.32%,-23.44%,-54.54%,-51.94%,1.50,0.39
4777,,,,,,,
4778,1.83%,1.79%,2.75%,4.40%,38.09%,35.50,31.68
4779,,,,,,,
4780,,,,,,,
4781,6.61%,3.45%,22.95%,19.04%,63.04%,101.00,101.28
4782,,,,,,,
4783,-2.81%,-17.12%,-23.17%,-,-,-,2.49
4784,-5.34%,-8.90%,-37.53%,-39.64%,5.81%,44.00,20.30
4785,4.73%,4.02%,42.41%,65.32%,173.72%,90.00,93.67
4786,,,,,,,
4787,,,,,,,
4788,-6.77%,-0.84%,-18.80%,-35.64%,1.93%,19.00,9.81
4789,6.81%,1.79%,-37.82%,-45.30%,-,34.00,18.20
4790,,,,,,,
4791,-0.56%,-29.57%,-49.26%,-69.33%,-73.96%,8.00,0.74
4792,4.83%,1.72%,43.06%,51.20%,85.28%,30.50,30.74
4793,3.88%,27.00%,101.72%,116.67%,26.49%,15.67,9.27
4794,,,,,,,
4795,,,,,,,
4796,1.23%,1.01%,3.67%,6.81%,32.89%,97.44,88.04
4797,,,,,,,
4798,2.10%,2.37%,-20.11%,-32.48%,-1.95%,37.33,27.86
4799,,,,,,,
4800,8.87%,-7.10%,22.88%,62.60%,148.47%,130.57,119.63
4801,,,,,,,
4802,,,,,,,
4803,1.21%,5.54%,62.58%,14.53%,11.67%,143.25,131.39
4804,2.55%,3.18%,3.09%,-2.91%,1.85%,34.00,33.28
4805,,,,,,,
4806,,,,,,,
4807,-11.11%,-17.70%,-31.27%,-55.56%,-,6.00,2.22
4808,,,,,,,
4809,-2.78%,22.18%,-31.22%,-39.99%,-61.08%,130.00,48.72
4810,,,,,,,
4811,0.10%,0.00%,0.83%,0.52%,-,-,9.72
4812,33.54%,20.89%,19.56%,-,-,-,4.18
4813,,,,,,,
4814,10.86%,-44.84%,-18.51%,-,-,31.00,13.90
4815,-2.86%,3.74%,-8.17%,-18.77%,-11.64%,168.36,117.43
4816,,,,,,,
4817,2.39%,-0.77%,9.63%,7.89%,41.32%,-,6.37
4818,,,,,,,
4819,2.35%,0.80%,2.96%,5.91%,31.38%,14.70,13.58
4820,0.31%,-1.50%,0.72%,-2.86%,-,-,9.82
4821,-1.57%,-21.83%,-40.16%,-60.30%,-75.25%,-,0.42
4822,-5.08%,-2.96%,-6.47%,-24.58%,-18.95%,19.00,12.21
4823,,,,,,,
4824,0.35%,20.20%,12.76%,-10.82%,-42.25%,21.67,9.07
4825,7.13%,-17.64%,-42.69%,-50.40%,-62.59%,48.62,20.06
4826,-0.00%,0.09%,-,-,-,-,10.25
4827,,,,,,,
4828,-13.57%,-43.97%,-60.28%,-82.71%,-84.52%,9.33,1.85
4829,-8.03%,-21.83%,-43.05%,-46.26%,-27.74%,-,0.90
4830,,,,,,,
4831,-13.01%,-1.93%,-31.17%,-60.86%,-74.63%,11.86,2.71
4832,-13.93%,-31.14%,-50.82%,-45.48%,-55.45%,7.50,2.24
4833,5.55%,-0.12%,-11.98%,-12.38%,26.67%,-,8.59
4834,4.17%,11.54%,0.11%,-8.65%,27.93%,114.14,93.29
4835,,,,,,,
4836,-2.47%,-7.85%,-8.08%,-27.44%,-40.73%,14.14,7.87
4837,-3.38%,0.88%,-55.83%,-62.60%,-53.51%,52.25,19.59
4838,0.25%,-5.73%,5.61%,-21.63%,24.21%,-,3.95
4839,-0.41%,7.64%,-4.18%,-0.20%,-,29.50,15.20
4840,-1.55%,-14.35%,-49.07%,-77.02%,-82.12%,2.85,1.99
4841,,,,,,,
4842,1.87%,17.11%,27.59%,57.08%,57.80%,153.31,152.66
4843,-3.85%,4.90%,-12.88%,-7.91%,-6.89%,19.20,10.70
4844,1.07%,-54.31%,-32.34%,-64.87%,-68.20%,-,0.47
4845,,,,,,,
4846,,,,,,,
4847,-10.71%,-12.98%,11.58%,-17.18%,-40.70%,54.71,24.65
4848,0.00%,-0.20%,0.31%,0.61%,-,-,9.85
4849,,,,,,,
4850,-15.46%,-8.78%,-40.28%,-46.08%,-58.32%,42.75,11.88
4851,,,,,,,
4852,0.10%,0.00%,0.72%,0.41%,-,-,9.72
4853,,,,,,,
4854,,,,,,,
4855,,,,,,,
4856,,,,,,,
4857,,,,,,,
4858,-10.18%,-6.84%,-32.30%,-23.94%,42.89%,-,29.75
4859,,,,,,,
4860,0.98%,-7.76%,-17.60%,-33.55%,139.53%,5.15,3.06
4861,,,,,,,
4862,-17.21%,-22.90%,-40.59%,-51.44%,-48.99%,4.75,1.09
4863,,,,,,,
4864,4.00%,7.98%,52.76%,24.49%,42.30%,160.85,164.98
4865,-2.13%,-7.86%,-41.89%,-51.22%,-,20.00,6.27
4866,,,,,,,
4867,2.65%,-1.98%,-1.56%,-2.59%,5.85%,29.00,25.24
4868,,,,,,,
4869,,,,,,,
4870,,,,,,,
4871,,,,,,,
4872,,,,,,,
4873,,,,,,,
4874,,,,,,,
4875,,,,,,,
4876,,,,,,,
4877,-0.39%,-0.10%,0.30%,1.20%,-,-,10.12
4878,,,,,,,
4879,,,,,,,
4880,,,,,,,
4881,,,,,,,
4882,,,,,,,
4883,-1.03%,-13.53%,36.51%,19.66%,12.85%,95.74,94.80
4884,,,,,,,
4885,-12.29%,-35.32%,-49.70%,-69.05%,-68.79%,4.33,0.39
4886,-1.84%,36.92%,43.55%,-26.45%,-40.17%,10.12,10.88
4887,-15.45%,-22.39%,-47.47%,-60.75%,-49.02%,6.00,1.07
4888,,,,,,,
4889,,,,,,,
4890,4.37%,-34.56%,-33.45%,-,-,11.75,5.85
4891,,,,,,,
4892,-1.37%,-0.54%,-,-,-,-,10.03
4893,11.05%,8.44%,39.11%,14.96%,252.66%,47.00,42.01
4894,,,,,,,
4895,,,,,,,
4896,,,,,,,
4897,1.45%,-4.36%,-0.71%,-5.40%,77.11%,12.00,7.18
4898,-10.19%,-31.22%,-36.54%,-61.01%,-14.18%,11.71,7.52
4899,1.61%,0.98%,-2.84%,-1.20%,14.65%,-,27.65
4900,1.90%,-0.67%,33.23%,43.98%,164.62%,-,13.56
4901,6.26%,1.08%,26.79%,9.21%,78.59%,41.67,34.22
4902,-20.61%,-27.78%,-44.39%,-60.00%,-67.40%,7.00,1.05
4903,6.53%,7.18%,12.76%,0.46%,38.74%,28.25,26.63
4904,,,,,,,
4905,,,,,,,
4906,,,,,,,
4907,,,,,,,
4908,,,,,,,
4909,,,,,,,
4910,,,,,,,
4911,5.75%,9.49%,29.66%,33.67%,55.99%,46.25,39.87
4912,,,,,,,
4913,6.15%,4.44%,13.75%,27.25%,65.57%,227.31,237.15
4914,,,,,,,
4915,,,,,,,
4916,2.80%,-3.45%,-19.07%,-22.43%,51.28%,20.33,10.62
4917,-0.34%,5.38%,45.54%,52.33%,226.30%,2.17,2.91
4918,,,,,,,
4919,,,,,,,
4920,0.85%,-1.99%,4.36%,78.45%,55.85%,60.95,52.16
4921,2.58%,7.73%,27.84%,110.21%,13.42%,40.14,30.91
4922,8.57%,4.95%,-10.06%,-39.52%,-30.49%,14.67,8.85
4923,-16.48%,-18.10%,-53.11%,-66.15%,-73.15%,4.67,0.61
4924,4.00%,-0.09%,-2.26%,0.66%,22.42%,49.80,42.82
4925,,,,,,,
4926,,,,,,,
4927,6.59%,5.91%,15.85%,20.01%,12.83%,47.00,36.52
4928,5.50%,6.20%,11.92%,21.89%,-,18.89,17.20
4929,,,,,,,
4930,,,,,,,
4931,-13.58%,-51.38%,-61.90%,-67.10%,-81.87%,4.00,2.52
4932,-9.45%,-23.33%,-16.06%,-59.51%,-,-,1.17
4933,,,,,,,
4934,,,,,,,
4935,2.15%,1.83%,-18.58%,-41.06%,-23.80%,5.87,3.40
4936,,,,,,,
4937,1.95%,2.82%,-1.16%,5.23%,20.17%,33.38,32.73
4938,,,,,,,
4939,1.49%,1.01%,7.71%,3.50%,12.28%,70.87,83.49
4940,,,,,,,
4941,,,,,,,
4942,-9.85%,-16.17%,-16.71%,-27.73%,1.27%,38.33,23.53
4943,0.00%,0.39%,0.79%,1.39%,-8.77%,-,10.21
4944,,,,,,,
4945,-0.88%,-10.90%,9.38%,-21.29%,46.79%,15.00,10.68
4946,-12.37%,-20.31%,-27.66%,-43.36%,-45.53%,114.43,77.87
4947,-5.58%,-8.71%,-34.45%,-46.94%,-38.66%,-,0.62
4948,9.27%,7.98%,33.18%,25.64%,67.32%,93.83,91.28
4949,,,,,,,
4950,4.68%,-9.06%,-5.88%,-15.96%,-13.16%,40.50,31.77
4951,-1.75%,-16.10%,-18.02%,-27.63%,-4.24%,-,4.60
4952,,,,,,,
4953,-11.24%,-26.13%,-28.49%,-48.19%,-39.88%,-,0.86
4954,,,,,,,
4955,,,,,,,
4956,6.98%,-32.30%,-,-,-,34.70,18.50
4957,,,,,,,
4958,8.31%,4.89%,37.93%,7.71%,92.55%,72.58,58.28
4959,-5.85%,12.22%,-3.95%,-13.25%,-43.90%,142.00,84.42
4960,2.72%,0.10%,-6.18%,4.44%,29.94%,22.64,19.46
4961,,,,,,,
4962,-6.19%,-22.13%,-31.83%,-,-,13.25,1.96
4963,-4.48%,-6.33%,-4.48%,-19.97%,14.66%,-,29.59
4964,,,,,,,
4965,-3.63%,8.61%,0.48%,-6.93%,20.77%,-,30.50
4966,,,,,,,
4967,,,,,,,
4968,3.10%,12.57%,1.07%,-14.75%,-4.25%,31.50,23.61
4969,3.31%,2.34%,21.73%,-23.33%,-24.26%,4.00,4.35
4970,,,,,,,
4971,-0.12%,2.42%,0.50%,-1.59%,16.02%,-,8.12
4972,,,,,,,
4973,5.19%,1.85%,10.25%,30.03%,18.30%,12.78,14.06
4974,-15.03%,-37.50%,-55.63%,-71.98%,-74.71%,6.75,1.47
4975,,,,,,,
4976,2.34%,12.53%,-17.21%,-15.18%,-22.19%,61.50,41.28
4977,-4.76%,-30.13%,-32.20%,-49.53%,-,-,1.60
4978,,,,,,,
4979,-1.06%,-30.40%,-53.78%,18.41%,262.94%,263.00,155.05
4980,-3.42%,-18.26%,-4.68%,22.33%,231.42%,-,3.52
4981,-3.72%,-10.38%,-43.92%,-46.25%,3.56%,-,4.77
4982,5.24%,-8.60%,-5.17%,-27.85%,16.99%,42.87,30.33
4983,4.50%,-20.05%,-43.97%,-37.59%,-45.67%,39.80,9.81
4984,,,,,,,
4985,,,,,,,
4986,,,,,,,
4987,3.58%,4.94%,8.60%,15.12%,57.01%,112.40,107.29
4988,,,,,,,
4989,-5.88%,-6.67%,-29.71%,-29.11%,-9.19%,-,3.28
4990,0.34%,-15.07%,-12.97%,-20.88%,-39.34%,20.25,8.75
4991,-14.81%,-37.16%,-65.05%,-67.47%,-19.86%,3.43,1.17
4992,,,,,,,
4993,25.56%,-13.08%,-34.68%,-72.46%,-,-,2.89
4994,,,,,,,
4995,16.44%,5.94%,-20.72%,-69.82%,-88.55%,-,0.67
4996,9.25%,0.91%,13.78%,24.24%,55.90%,78.00,71.78
4997,7.15%,0.97%,7.12%,17.22%,46.14%,450.60,409.76
4998,,,,,,,
4999,-0.33%,11.65%,-14.69%,-27.92%,-4.43%,12.00,6.13
5000,,,,,,,
5001,13.00%,14.14%,-5.04%,-23.22%,-31.68%,-,3.22
5002,,,,,,,
5003,,,,,,,
5004,1.14%,4.44%,-8.79%,-15.03%,1.58%,59.56,45.17
5005,7.20%,7.20%,11.51%,13.54%,24.96%,20.00,16.89
5006,4.21%,-0.38%,0.25%,-0.25%,15.35%,40.00,36.63
5007,7.82%,4.16%,10.98%,13.34%,29.90%,38.94,35.83
5008,,,,,,,
5009,-0.42%,0.12%,15.16%,6.70%,15.40%,-,16.50
5010,,,,,,,
5011,3.35%,2.94%,6.17%,-6.75%,13.77%,-,129.59
5012,4.83%,10.84%,15.91%,19.85%,43.79%,235.33,216.52
5013,,,,,,,
5014,4.04%,1.07%,13.38%,20.32%,54.42%,31.50,26.75
5015,,,,,,,
5016,6.51%,14.58%,-3.18%,-24.66%,-27.15%,217.36,170.02
5017,7.75%,-0.16%,-3.55%,-18.28%,-6.89%,26.50,18.66
5018,3.33%,7.17%,7.86%,13.99%,47.79%,33.50,30.10
5019,0.78%,-6.52%,-22.37%,-23.52%,3.75%,-,7.80
5020,-4.07%,-8.85%,-46.86%,-55.96%,-60.88%,39.00,18.66
5021,-0.82%,-9.74%,-22.94%,-41.81%,-5.44%,62.67,35.00
5022,-2.59%,-9.61%,-31.66%,2.62%,42.58%,16.00,10.14
5023,-6.16%,-2.05%,-51.59%,-33.27%,186.32%,-,3.45
5024,,,,,,,
5025,3.82%,8.78%,29.50%,21.84%,126.62%,27.50,19.43
5026,-10.06%,-41.36%,-19.83%,-27.34%,66.67%,10.12,4.68
5027,7.74%,-7.30%,7.17%,21.28%,25.00%,-,101.38
5028,11.06%,-2.53%,-14.76%,-68.23%,-28.48%,-,2.40
5029,-2.23%,-7.18%,-13.61%,-27.98%,-22.02%,18.00,10.42
5030,,,,,,,
5031,-13.04%,0.00%,-28.06%,-71.51%,-84.28%,5.80,1.11
5032,-13.95%,-31.90%,-47.39%,-60.36%,-45.59%,-,1.09
5033,,,,,,,
5034,,,,,,,
5035,2.22%,-0.07%,1.40%,2.76%,43.45%,15.56,13.85
5036,,,,,,,
5037,,,,,,,
5038,1.03%,14.36%,35.88%,52.82%,59.26%,-,47.50
5039,,,,,,,
5040,7.75%,11.57%,13.44%,20.84%,102.94%,41.00,32.40
5041,,,,,,,
5042,,,,,,,
5043,4.43%,21.35%,-6.60%,6.80%,-14.23%,50.50,24.55
5044,0.10%,-0.10%,0.52%,-3.56%,-,-,9.75
5045,-0.71%,-0.71%,0.62%,-1.21%,-,-,9.79
5046,,,,,,,
5047,,,,,,,
5048,22.26%,-8.95%,-,-,-,42.50,19.99
5049,-12.69%,27.41%,-33.85%,-44.69%,2.99%,5.75,1.79
5050,23.30%,-20.46%,52.34%,88.76%,-,49.67,27.51
5051,-10.09%,-20.85%,-32.57%,-49.63%,-4.65%,6.25,2.14
5052,-10.71%,-17.76%,-28.16%,-39.02%,-22.36%,3.92,1.30
5053,2.79%,9.78%,-15.02%,-21.98%,39.80%,58.46,41.01
5054,6.98%,-14.65%,-15.06%,-12.64%,-35.68%,-,6.83
5055,,,,,,,
5056,3.29%,0.06%,13.31%,31.24%,11.49%,230.08,228.48
5057,-2.52%,-17.94%,-8.38%,8.12%,-23.97%,38.17,22.86
5058,,,,,,,
5059,4.07%,5.12%,2.30%,1.50%,14.87%,19.71,15.78
5060,0.17%,-6.96%,6.61%,33.45%,-,-,11.76
5061,,,,,,,
5062,2.07%,-9.76%,-12.08%,-66.44%,546.29%,17.50,4.51
5063,2.16%,17.47%,22.56%,10.76%,-4.36%,257.41,223.47
5064,,,,,,,
5065,-6.78%,-21.09%,-30.63%,-26.77%,-31.36%,24.40,6.07
5066,-5.37%,-17.53%,-61.77%,-75.44%,-85.28%,-,0.77
5067,4.50%,0.69%,12.73%,2.38%,23.14%,-,11.60
5068,,,,,,,
5069,-13.04%,-34.24%,-39.50%,-32.20%,-37.38%,13.25,7.32
5070,11.48%,-3.55%,-21.77%,-68.03%,-,27.17,10.49
5071,3.59%,8.31%,-2.16%,-5.11%,-23.61%,19.08,13.67
5072,,,,,,,
5073,,,,,,,
5074,-1.39%,1.26%,5.68%,-9.10%,33.44%,-,12.10
5075,-1.86%,0.76%,-24.96%,-19.85%,35.99%,8.57,5.39
5076,,,,,,,
5077,,,,,,,
5078,-0.47%,-7.23%,-23.67%,-41.21%,-37.23%,-,6.48
5079,-4.42%,-10.86%,-40.30%,-63.82%,-,32.88,18.52
5080,0.89%,-4.95%,-36.18%,-21.63%,-50.34%,28.00,10.17
5081,-3.27%,-4.23%,-20.16%,-26.55%,-,21.00,10.80
5082,,,,,,,
5083,-9.16%,-26.26%,-57.02%,-70.28%,-47.95%,33.50,3.77
5084,4.95%,-4.22%,-12.15%,-4.79%,40.71%,7.00,3.16
5085,,,,,,,
5086,,,,,,,
5087,-13.49%,3.95%,-0.99%,-20.51%,-38.35%,16.33,5.22
5088,-5.11%,9.80%,-30.58%,-4.21%,96.66%,12.00,7.06
5089,,,,,,,
5090,,,,,,,
5091,2.59%,-2.19%,-4.85%,6.82%,40.18%,396.00,298.36
5092,,,,,,,
5093,,,,,,,
5094,1.60%,2.15%,-30.15%,-39.68%,26.67%,7.33,2.02
5095,8.13%,1.82%,16.36%,-7.24%,-9.55%,121.87,112.52
5096,,,,,,,
5097,6.77%,4.03%,5.57%,-10.67%,-28.85%,24.14,17.93
5098,,,,,,,
5099,-19.57%,-26.97%,-51.74%,-62.50%,-75.06%,9.62,1.16
5100,-12.82%,-9.51%,-40.65%,-51.92%,-63.55%,10.88,2.35
5101,,,,,,,
5102,5.95%,-39.99%,-,-,-,-,10.39
5103,0.43%,0.53%,30.69%,44.21%,55.77%,20.40,20.79
5104,,,,,,,
5105,-8.60%,-30.80%,-55.30%,-75.63%,-76.53%,36.18,11.31
5106,,,,,,,
5107,-3.80%,-19.43%,-26.21%,-31.94%,-18.86%,8.00,2.41
5108,0.58%,-0.38%,4.17%,27.80%,98.48%,10.97,5.30
5109,,,,,,,
5110,4.15%,8.83%,25.67%,24.70%,56.34%,67.83,61.92
5111,,,,,,,
5112,,,,,,,
5113,,,,,,,
5114,,,,,,,
5115,-4.72%,0.17%,-7.34%,11.40%,-,12.00,6.07
5116,,,,,,,
5117,-3.47%,-2.79%,-3.47%,-23.76%,25.96%,24.00,16.87
5118,,,,,,,
5119,,,,,,,
